layer,sourceId,name,countryCode,accepted,inputBbox,normalizedBbox,maxLongitudeJump,antimeridianSplitCount,postSplitMaxComponentLongitudeSpan,polarStatus,repairStatus,tileReplicationCount,rejectedReason
adm2,17698898B26698492431192,Hesarak,AFG,True,"[69.4800954537882,34.0999807657791,69.9578796803038,34.4212055910578]","[69.4800954537882,34.0999807657791,69.9578796803038,34.4212055910578]",0.067290266,0,0.477784227,within_safe_vector_latitude,not_run+unchanged,2,
adm2,17698898B40667895693210,"Zanda  Jan
",AFG,True,"[61.5536309909758,33.9658734944535,62.1069227596522,34.7585227827584]","[61.5536309909758,33.9658734944535,62.1069227596522,34.7585227827584]",0.099693021,0,0.553291769,within_safe_vector_latitude,not_run+unchanged,4,
adm2,17698898B91002428816885,Azra,AFG,True,"[69.3857981076922,33.9287327293155,69.8817113604959,34.2542293875388]","[69.3857981076922,33.9287327293155,69.8817113604959,34.2542293875388]",0.067290266,0,0.495913253,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B41376487693068,Guzara,AFG,True,"[61.4358903770612,33.8014757633358,62.4973921945067,34.3044182118806]","[61.4358903770612,33.8014757633358,62.4973921945067,34.3044182118806]",0.072457979,0,1.061501817,within_safe_vector_latitude,not_run+unchanged,2,
adm2,17698898B76505255120202,Karukh,AFG,True,"[62.2970206395865,34.2783492569354,63.1990639324133,34.6836948984221]","[62.2970206395865,34.2783492569354,63.1990639324133,34.6836948984221]",0.092461256,0,0.902043293,within_safe_vector_latitude,not_run+unchanged,2,
adm2,17698898B14177024461677,Ali Khail (Jaji),AFG,True,"[69.379721346923,33.8741354263879,69.90440441755864,34.0852749927211]","[69.379721346923,33.8741354263879,69.90440441755864,34.0852749927211]",0.063052738,0,0.524683071,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B13869186183429,Dand Patan,AFG,True,"[69.8240746917583,33.6744664390177,70.0109169264523,33.9243366470943]","[69.8240746917583,33.6744664390177,70.0109169264523,33.9243366470943]",0.037442734,0,0.186842235,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B48568225140824,Pashtun Zarghun,AFG,True,"[62.429875449641,33.9749922750382,63.1282740353141,34.4115201742875]","[62.429875449641,33.9749922750382,63.1282740353141,34.4115201742875]",0.076034816,0,0.698398586,within_safe_vector_latitude,not_run+unchanged,2,
adm2,17698898B82499644290934,Chamkani,AFG,True,"[69.6753950368279,33.6812123464083,69.8945024950462,33.9086479337247]","[69.6753950368279,33.6812123464083,69.8945024950462,33.9086479337247]",0.050192138,0,0.219107458,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B63154587164483,Laja Ahmad Khail,AFG,True,"[69.5002260073885,33.6716121903484,69.7695052663696,33.9540498476035]","[69.5002260073885,33.6716121903484,69.7695052663696,33.9540498476035]",0.060427822,0,0.269279259,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B66498358059232,Sayed Karam,AFG,True,"[69.3611395962593,33.5521710180014,69.6033223444962,33.8804985603174]","[69.3611395962593,33.5521710180014,69.6033223444962,33.8804985603174]",0.054550974,0,0.242182748,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B88187802806148,Ahmad Abad,AFG,True,"[69.1806997125654,33.628120973276,69.5032209290893,33.9075781331717]","[69.1806997125654,33.628120973276,69.5032209290893,33.9075781331717]",0.049959692,0,0.322521217,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B82424005626981,Obe,AFG,True,"[62.8568558321771,34.0411827519066,63.6340079509397,34.6423026943587]","[62.8568558321771,34.0411827519066,63.6340079509397,34.6423026943587]",0.092461256,0,0.777152119,within_safe_vector_latitude,not_run+unchanged,2,
adm2,17698898B50071469520952,Jani Khail,AFG,True,"[69.6633748476165,33.590874896165,69.9071313057715,33.7013865443521]","[69.6633748476165,33.590874896165,69.9071313057715,33.7013865443521]",0.050192138,0,0.243756458,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B70680099642368,Farsi,AFG,True,"[63.0013841045537,33.5792773258724,63.5780607867334,34.1526357240385]","[63.0013841045537,33.5792773258724,63.5780607867334,34.1526357240385]",0.067185668,0,0.576676682,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B10808081288517,Gardiz,AFG,True,"[69.0281903807367,33.4576067787467,69.4919155016935,33.7686603011759]","[69.0281903807367,33.4576067787467,69.4919155016935,33.7686603011759]",0.049959692,0,0.463725121,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B98040886120926,Zurmat,AFG,True,"[68.7675926614972,33.1512477367438,69.2932557612059,33.6235080118003]","[68.7675926614972,33.1512477367438,69.2932557612059,33.6235080118003]",0.067496691,0,0.5256631,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B63284847438017,Anar Dara,AFG,True,"[60.583154,32.44590568390591,61.9099916550771,33.5168158149388]","[60.583154,32.44590568390591,61.9099916550771,33.5168158149388]",0.159302111,0,1.326837655,within_safe_vector_latitude,not_run+unchanged,2,
adm2,17698898B57803424859740,Shawak,AFG,True,"[69.2816801844634,33.3912813152523,69.4586005860048,33.5122973114763]","[69.2816801844634,33.3912813152523,69.4586005860048,33.5122973114763]",0.045732103,0,0.176920402,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B70788174101538,Qala Ka,AFG,True,"[60.7815973711479,32.190715368016,61.9204008595875,32.6245662499759]","[60.7815973711479,32.190715368016,61.9204008595875,32.6245662499759]",0.174066153,0,1.138803488,within_safe_vector_latitude,not_run+unchanged,2,
adm2,17698898B43056583417710,Khaki Safed,AFG,True,"[61.7912883520548,32.4939564386896,62.3814244299514,32.9971772913031]","[61.7912883520548,32.4939564386896,62.3814244299514,32.9971772913031]",0.061830696,0,0.590136078,within_safe_vector_latitude,not_run+unchanged,2,
adm2,17698898B23157226416647,Shindand,AFG,True,"[61.5810535489596,32.8511054144655,63.1709784545535,33.6403424748785]","[61.5810535489596,32.8511054144655,63.1709784545535,33.6403424748785]",0.093050683,0,1.589924906,within_safe_vector_latitude,not_run+unchanged,2,
adm2,17698898B94993264286601,Zadran,AFG,True,"[69.2269816826422,33.2435543237982,69.5885014337752,33.5222618749548]","[69.2269816826422,33.2435543237982,69.5885014337752,33.5222618749548]",0.051808864,0,0.361519751,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B38396690303170,Jaji Maidan,AFG,True,"[69.9498158165636,33.5389802863523,70.19998,33.73658197429538]","[69.9498158165636,33.5389802863523,70.19998,33.73658197429538]",0.056836389,0,0.250164183,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B23350919974293,Bak,AFG,True,"[69.9657125832047,33.4619383370332,70.20689913610205,33.6216676943541]","[69.9657125832047,33.4619383370332,70.20689913610205,33.6216676943541]",0.056836389,0,0.241186553,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B4337459540017,Shib Koh,AFG,True,"[60.83326350784535,31.9608169886591,61.9604086696421,32.3117519010744]","[60.83326350784535,31.9608169886591,61.9604086696421,32.3117519010744]",0.174066153,0,1.127145162,within_safe_vector_latitude,not_run+unchanged,2,
adm2,17698898B69525481970606,Sabri,AFG,True,"[69.7640612628933,33.4227532285679,70.0624445296087,33.6867990223297]","[69.7640612628933,33.4227532285679,70.0624445296087,33.6867990223297]",0.050156691,0,0.298383267,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B12487072568653,Lash Wa Juwayn,AFG,True,"[60.813362,31.389251041934944,61.9822615752834,32.090156857934346]","[60.813362,31.389251041934944,61.9822615752834,32.090156857934346]",0.452390871,0,1.168899575,within_safe_vector_latitude,not_run+unchanged,4,
adm2,17698898B13286214983571,Tere Zayi,AFG,True,"[70.0122878387004,33.22234537786371,70.3276937704442,33.4864612310948]","[70.0122878387004,33.22234537786371,70.3276937704442,33.4864612310948]",0.056886489,0,0.315405932,within_safe_vector_latitude,not_run+unchanged,2,
adm2,17698898B71599149457148,Pusht Rod,AFG,True,"[61.8901864917662,32.3938647632834,62.2769894568444,32.5737526659957]","[61.8901864917662,32.3938647632834,62.2769894568444,32.5737526659957]",0.074184759,0,0.386802965,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B48544319080592,Mosa Khail,AFG,True,"[69.4851738216347,33.4183907650591,69.8853841976751,33.692135000343]","[69.4851738216347,33.4183907650591,69.8853841976751,33.692135000343]",0.060427822,0,0.400210376,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B12847742424468,Farah,AFG,True,"[61.6975075401928,31.9623475112424,62.7380001167089,32.625328512147]","[61.6975075401928,31.9623475112424,62.7380001167089,32.625328512147]",0.087062896,0,1.040492577,within_safe_vector_latitude,not_run+unchanged,2,
adm2,17698898B50021728189298,Qalandar,AFG,True,"[69.5667554682009,33.4398624110811,69.7977547818375,33.5608994297115]","[69.5667554682009,33.4398624110811,69.7977547818375,33.5608994297115]",0.049929329,0,0.230999314,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B60738219309416,Bala Buluk,AFG,True,"[62.2522081814136,32.3864847846995,63.3798273212351,33.1527442692951]","[62.2522081814136,32.3864847846995,63.3798273212351,33.1527442692951]",0.077767651,0,1.12761914,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B35159094518715,Nadir Shah Kot,AFG,True,"[69.5538505955771,33.2666651176906,69.8497105737077,33.4595604915097]","[69.5538505955771,33.2666651176906,69.8497105737077,33.4595604915097]",0.071878806,0,0.295859978,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B61842936481586,Gulistan,AFG,True,"[62.9868886983743,32.1996771969878,64.305399628163,33.0795557327705]","[62.9868886983743,32.1996771969878,64.305399628163,33.0795557327705]",0.08428174,0,1.31851093,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B7218373032226,Khost(Matun),AFG,True,"[69.787089452439,33.20441,70.1798961139992,33.4544379937477]","[69.787089452439,33.20441,70.1798961139992,33.4544379937477]",0.056886489,0,0.392806662,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B51729905625670,Gurbuz,AFG,True,"[69.8432265609418,33.1108064538107,70.0783287570699,33.309887127997]","[69.8432265609418,33.1108064538107,70.0783287570699,33.309887127997]",0.043114099,0,0.235102196,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B41043106697334,Pur Chaman,AFG,True,"[63.0421803976613,32.7193493107727,64.747405375747,33.5849455778707]","[63.0421803976613,32.7193493107727,64.747405375747,33.5849455778707]",0.096099475,0,1.705224978,within_safe_vector_latitude,not_run+unchanged,2,
adm2,17698898B31116405926030,Mando Zayi,AFG,True,"[69.6794594163251,33.2750913608726,69.8756007239469,33.3617253257818]","[69.6794594163251,33.2750913608726,69.8756007239469,33.3617253257818]",0.071878806,0,0.196141308,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B67472405327916,Tani,AFG,True,"[69.57605464205491,33.08981873390198,69.9279546276372,33.3016697378519]","[69.57605464205491,33.08981873390198,69.9279546276372,33.3016697378519]",0.051962847,0,0.351899986,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B50082095746100,Chahar Dara,AFG,True,"[68.1678899891268,36.5202085172901,68.8787539763041,36.8600233479546]","[68.1678899891268,36.5202085172901,68.8787539763041,36.8600233479546]",0.106480859,0,0.710863987,within_safe_vector_latitude,not_run+unchanged,2,
adm2,17698898B63900733266218,Bakwa,AFG,True,"[62.5475104945152,31.9302440117189,63.2174484552023,32.4974950580869]","[62.5475104945152,31.9302440117189,63.2174484552023,32.4974950580869]",0.068401226,0,0.669937961,within_safe_vector_latitude,not_run+unchanged,2,
adm2,17698898B16828551038730,Shamal,AFG,True,"[69.4353943915185,33.2424385081683,69.6203322418403,33.4085567347287]","[69.4353943915185,33.2424385081683,69.6203322418403,33.4085567347287]",0.063181243,0,0.18493785,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B60886536033067,Kunduz,AFG,True,"[68.6117938943375,36.6326380316099,69.0514188544037,36.906827650565]","[68.6117938943375,36.6326380316099,69.0514188544037,36.906827650565]",0.079177666,0,0.43962496,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B16660327351788,Spira,AFG,True,"[69.3457116921183,33.0193948043044,69.6536949435152,33.2861385782775]","[69.3457116921183,33.0193948043044,69.6536949435152,33.2861385782775]",0.063181243,0,0.307983251,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B59041256807288,Guzargahi Nur,AFG,True,"[69.4174142644209,36.1219745330761,69.7333472701649,36.3596768809621]","[69.4174142644209,36.1219745330761,69.7333472701649,36.3596768809621]",0.060974776,0,0.315933006,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B22210022467973,Mohammad Agha,AFG,True,"[68.8967290191784,34.0521991497783,69.4676393352759,34.3672552126971]","[68.8967290191784,34.0521991497783,69.4676393352759,34.3672552126971]",0.063872811,0,0.570910316,within_safe_vector_latitude,not_run+unchanged,2,
adm2,17698898B48695657788361,Khoshi,AFG,True,"[69.120504051428,33.8699468833032,69.4097220916776,34.1046007252026]","[69.120504051428,33.8699468833032,69.4097220916776,34.1046007252026]",0.04523085,0,0.28921804,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B99069409178709,Farang Wa Gharu,AFG,True,"[69.5440131091174,36.0510114867551,69.7834115881627,36.2392769326456]","[69.5440131091174,36.0510114867551,69.7834115881627,36.2392769326456]",0.058296818,0,0.239398479,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B11646874618159,Puli Alam,AFG,True,"[68.8041735622511,33.727053417213,69.33959048724,34.2434705427078]","[68.8041735622511,33.727053417213,69.33959048724,34.2434705427078]",0.053914275,0,0.535416925,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B6565197896692,Khost Wa Firing,AFG,True,"[69.3790274361355,35.6792355719449,69.9694259513548,36.1493383368617]","[69.3790274361355,35.6792355719449,69.9694259513548,36.1493383368617]",0.058296818,0,0.590398515,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B34606037215802,Baraki Barak,AFG,True,"[68.7519525910052,33.8468851321713,69.0175053999584,34.0129589146226]","[68.7519525910052,33.8468851321713,69.0175053999584,34.0129589146226]",0.083108485,0,0.265552809,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B10942587519321,Puli Hisar,AFG,True,"[69.3369755683841,35.4181886701482,69.8154089759476,35.7333311362995]","[69.3369755683841,35.4181886701482,69.8154089759476,35.7333311362995]",0.102851923,0,0.478433408,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B52143357969212,Charkh,AFG,True,"[68.7784094607609,33.7313043705665,69.0523730317218,33.8940056563314]","[68.7784094607609,33.7313043705665,69.0523730317218,33.8940056563314]",0.083108485,0,0.273963571,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B82701186075668,Kharwar,AFG,True,"[68.7130282060795,33.5959243010767,69.095397557086,33.8287325128022]","[68.7130282060795,33.5959243010767,69.095397557086,33.8287325128022]",0.053914275,0,0.382369351,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B87088675092373,Burka,AFG,True,"[68.9280851093178,36.0752829688322,69.4431394059081,36.4267013965933]","[68.9280851093178,36.0752829688322,69.4431394059081,36.4267013965933]",0.051478846,0,0.515054297,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B97188555075093,Khas Kunar,AFG,True,"[70.7358979164949,34.5252312841915,71.11728,34.7259764702384]","[70.7358979164949,34.5252312841915,71.11728,34.7259764702384]",0.046938863,0,0.381382084,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B50805537510816,Nurgal,AFG,True,"[70.6451009153066,34.5715520714561,70.8260874101283,34.8144536660251]","[70.6451009153066,34.5715520714561,70.8260874101283,34.8144536660251]",0.045629933,0,0.180986495,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B284678917294,Dih Salah,AFG,True,"[69.2052308613491,35.6427197092606,69.5480063380519,35.8688863544248]","[69.2052308613491,35.6427197092606,69.5480063380519,35.8688863544248]",0.102851923,0,0.342775477,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B13238252869015,Chawkay,AFG,True,"[70.7536898702053,34.6224998732181,70.9869000497628,34.8318243718432]","[70.7536898702053,34.6224998732181,70.9869000497628,34.8318243718432]",0.046938863,0,0.23321018,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B633920692247,Khwaja Hijran (Jilga Nahrin),AFG,True,"[69.1589324960803,35.7933395951935,69.4332345106455,36.1567357674705]","[69.1589324960803,35.7933395951935,69.4332345106455,36.1567357674705]",0.077094534,0,0.274302015,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B49094759287106,Narang,AFG,True,"[70.8987539283129,34.7257166892796,71.0965369259166,34.8763239789065]","[70.8987539283129,34.7257166892796,71.0965369259166,34.8763239789065]",0.054738976,0,0.197782998,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B66712247557735,Kang,AFG,True,"[61.6013942980602,31.02263697494989,62.0651806296377,31.651612466844]","[61.6013942980602,31.02263697494989,62.0651806296377,31.651612466844]",0.100330088,0,0.463786332,within_safe_vector_latitude,not_run+unchanged,2,
adm2,17698898B32644110556911,Baghlani Jadid,AFG,True,"[68.1625446709955,36.0180243606522,69.0513542733429,36.5744602072874]","[68.1625446709955,36.0180243606522,69.0513542733429,36.5744602072874]",0.101788549,0,0.888809602,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B43925637284130,Chapa Dara,AFG,True,"[70.5759992945273,34.7823273160599,70.8249107266344,35.1440464087334]","[70.5759992945273,34.7823273160599,70.8249107266344,35.1440464087334]",0.052337937,0,0.248911432,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B39156943056373,Zaranj,AFG,True,"[61.78196540018314,30.8275933495716,62.3551651308271,31.0617921249251]","[61.78196540018314,30.8275933495716,62.3551651308271,31.0617921249251]",0.12268485,0,0.573199731,within_safe_vector_latitude,not_run+unchanged,2,
adm2,17698898B74946320403220,Asadabad,AFG,True,"[71.063215469289,34.7805546930472,71.2052559855176,34.9481804774969]","[71.063215469289,34.7805546930472,71.2052559855176,34.9481804774969]",0.054397276,0,0.142040516,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B34012534665236,Puli Khumri,AFG,True,"[68.4506973950913,35.8735117408282,68.8580057181393,36.1432002797827]","[68.4506973950913,35.8735117408282,68.8580057181393,36.1432002797827]",0.06864744,0,0.407308323,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B12728543796406,Sarkani,AFG,True,"[70.9858856615309,34.665000552207,71.2395052557663,34.8464112369154]","[70.9858856615309,34.665000552207,71.2395052557663,34.8464112369154]",0.033709629,0,0.253619594,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B34314103911118,Chahar Burjak,AFG,True,"[60.8732917663068,29.388695,63.1537754424142,30.9034068305834]","[60.8732917663068,29.388695,63.1537754424142,30.9034068305834]",0.163938525,0,2.280483676,within_safe_vector_latitude,not_run+unchanged,4,
adm2,17698898B22383427297645,Nahrin,AFG,True,"[68.8212464411251,35.811860392304,69.2088576263252,36.2055258591514]","[68.8212464411251,35.811860392304,69.2088576263252,36.2055258591514]",0.087683143,0,0.387611185,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B77023916462062,Marawara,AFG,True,"[71.1326088902084,34.7866185718799,71.29616614297717,34.9336795872115]","[71.1326088902084,34.7866185718799,71.29616614297717,34.9336795872115]",0.034281518,0,0.163557253,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B69274941627579,Chakhansur,AFG,True,"[61.7545547246613,30.8752299223939,63.3523116762646,32.0526825336264]","[61.7545547246613,30.8752299223939,63.3523116762646,32.0526825336264]",0.136656238,0,1.597756952,within_safe_vector_latitude,not_run+unchanged,4,
adm2,17698898B69264511161666,Andarab,AFG,True,"[68.9372838116805,35.3960160297018,69.3930005954705,35.8517163611737]","[68.9372838116805,35.3960160297018,69.3930005954705,35.8517163611737]",0.087683143,0,0.455716784,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B17409379319517,Khinjan,AFG,True,"[68.8076428591211,35.2503749408157,69.1943674471844,35.6903517691206]","[68.8076428591211,35.2503749408157,69.1943674471844,35.6903517691206]",0.064483375,0,0.386724588,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B95618579984997,Shaygal wa shital,AFG,True,"[71.1108945153697,34.877383496136986,71.38115322994238,35.2202961332397]","[71.1108945153697,34.877383496136986,71.38115322994238,35.2202961332397]",0.044992177,0,0.270258715,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B58844392220215,Khash Rod,AFG,True,"[62.3055717889953,31.317849290026,63.589645817846,32.2569195813542]","[62.3055717889953,31.317849290026,63.589645817846,32.2569195813542]",0.136656238,0,1.284074029,within_safe_vector_latitude,not_run+unchanged,2,
adm2,17698898B27904956690533,Dushi,AFG,True,"[68.2006267029521,35.3656755560056,69.0170049181597,35.9591087812573]","[68.2006267029521,35.3656755560056,69.0170049181597,35.9591087812573]",0.079336077,0,0.816378215,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B49910454876794,Dara-I-Pech,AFG,True,"[70.7841836703651,34.8131684429332,71.0437185298732,35.0995512860692]","[70.7841836703651,34.8131684429332,71.0437185298732,35.0995512860692]",0.093793265,0,0.25953486,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B25309519003719,Dishu,AFG,True,"[62.55381451767814,29.396541467531907,63.7017561686218,30.608209372446]","[62.55381451767814,29.396541467531907,63.7017561686218,30.608209372446]",0.102601,0,1.147941651,within_safe_vector_latitude,not_run+unchanged,2,
adm2,17698898B98707545256283,Dahana-I- Ghuri,AFG,True,"[68.1419046953612,35.613756460247,68.7179999480525,36.0650205498466]","[68.1419046953612,35.613756460247,68.7179999480525,36.0650205498466]",0.079336077,0,0.576095253,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B10413991082827,Wata Pur,AFG,True,"[71.0065478877828,34.8749103934585,71.1565416716138,35.1446273240868]","[71.0065478877828,34.8749103934585,71.1565416716138,35.1446273240868]",0.054397276,0,0.149993784,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B2508287101636,Reg(Khanshin),AFG,True,"[63.0438297425412,29.3784703520154,64.6538776896527,31.1078258535162]","[63.0438297425412,29.3784703520154,64.6538776896527,31.1078258535162]",0.268712263,0,1.610047947,within_safe_vector_latitude,not_run+unchanged,2,
adm2,17698898B52947947135359,Tala Wa Barfak,AFG,True,"[68.0038990815601,35.0040051347728,68.8590099379247,35.5920687061729]","[68.0038990815601,35.0040051347728,68.8590099379247,35.5920687061729]",0.063958215,0,0.855110856,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B27007301103583,Dangam,AFG,True,"[71.3131170395968,34.9174432726988,71.5568519612105,35.0880166973065]","[71.3131170395968,34.9174432726988,71.5568519612105,35.0880166973065]",0.044992177,0,0.243734922,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B34482796057231,Garmser,AFG,True,"[63.3168323381776,30.2216146605806,64.7271383478839,31.2860181392042]","[63.3168323381776,30.2216146605806,64.7271383478839,31.2860181392042]",0.220307649,0,1.41030601,within_safe_vector_latitude,not_run+unchanged,2,
adm2,17698898B82085678459106,Bar Kunar,AFG,True,"[71.2721916700568,34.9895991309465,71.5120463867331,35.138709259635]","[71.2721916700568,34.9895991309465,71.5120463867331,35.138709259635]",0.04959377,0,0.239854717,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B9822156796156,Paryan,AFG,True,"[69.7607806535454,35.3874208360666,70.3054101339773,35.9009357269645]","[69.7607806535454,35.3874208360666,70.3054101339773,35.9009357269645]",0.05532249,0,0.54462948,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B23236612264479,Nawa-I- Barak Zayi,AFG,True,"[63.3098460727037,31.2123416314976,64.7545505946058,31.5607801045971]","[63.3098460727037,31.2123416314976,64.7545505946058,31.5607801045971]",0.220307649,0,1.444704522,within_safe_vector_latitude,not_run+unchanged,2,
adm2,17698898B49694139697201,Ghaziabad,AFG,True,"[71.1760620041693,35.0964544799616,71.4715680289584,35.3671839707865]","[71.1760620041693,35.0964544799616,71.4715680289584,35.3671839707865]",0.072599909,0,0.295506025,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B57544196063492,Khenj (Hese- Awal),AFG,True,"[69.5920246576875,35.2888835048292,69.9718632365897,35.5587022056121]","[69.5920246576875,35.2888835048292,69.9718632365897,35.5587022056121]",0.05532249,0,0.379838579,within_safe_vector_latitude,not_run+unchanged,1,
adm2,17698898B93501902948280,Nad Ali,AFG,True,"[63.3566025607649,31.3074914418832,64.3607051519672,31.8683977774903]","[63.3566025607649,31.3074914418832,64.3607051519672,31.8683977774903]",0.127788439,0,1.004102591,within_safe_vector_latitude,not_run+unchanged,1,
